config,n,split,d,reps,method,coverage,coverage_lo,coverage_hi,mean_obj,mean_oracle_gap,meets
paper_dro_wasserstein,100,0.4,10,500,NV,0.566,0.5222171596922527,0.6087764273668224,-7.788490518458473,-0.109296811575905,False
paper_dro_wasserstein,100,0.4,10,500,UG,0.926,0.8996652466777695,0.945838815248988,-7.192488198672981,0.48670550820958713,False
paper_dro_wasserstein,100,0.4,10,500,NGS,0.976,0.9585229425360993,0.986218685344503,-6.946877751045422,0.7323159558371465,True
paper_dro_wasserstein,100,0.4,10,500,UNGS,0.988,0.9740696388835527,0.9944890048259724,-5.007455288939757,2.6717384179428127,True
paper_dro_wasserstein,100,0.4,5,500,NV,0.53,0.4861905914242533,0.5733519481480536,-3.5458076047685987,-0.06571324417691608,False
paper_dro_wasserstein,100,0.4,5,500,UG,0.924,0.8974035863260316,0.9441309729625723,-3.237945193675699,0.24214916691598296,False
paper_dro_wasserstein,100,0.4,5,500,NGS,0.972,0.9535535973250512,0.9832490252792435,-3.10972024666015,0.37037411393153247,True
paper_dro_wasserstein,100,0.4,5,500,UNGS,0.984,0.9687488914666058,0.9918707469666117,-2.3997972285885742,1.0802971320031076,True
paper_dro_wasserstein,100,0.5,10,500,NV,0.466,0.42270077745690987,0.5098176776944758,-7.84880346970253,-0.1425958040706456,False
paper_dro_wasserstein,100,0.5,10,500,UG,0.932,0.9064790772661258,0.9509334925750932,-7.126840137344606,0.5793675282872781,False
paper_dro_wasserstein,100,0.5,10,500,NGS,0.958,0.9366484142456699,0.9723676898915483,-6.919590643486452,0.7866170221454326,True
paper_dro_wasserstein,100,0.5,10,500,UNGS,0.982,0.9661483290912607,0.990501806703803,-4.107266517529737,3.598941148102148,True
paper_dro_wasserstein,100,0.5,5,500,NV,0.474,0.43059811407349635,0.5177983516305045,-3.5605617904172195,-0.06075367449757435,False
paper_dro_wasserstein,100,0.5,5,500,UG,0.896,0.8661557291243417,0.919805793230109,-3.2205264712621497,0.27928164465749544,False
paper_dro_wasserstein,100,0.5,5,500,NGS,0.934,0.9087605988391466,0.9526214736402262,-3.124828719061432,0.3749793968582137,False
paper_dro_wasserstein,100,0.5,5,500,UNGS,0.964,0.9438156730319722,0.9771089390197072,-1.9524004750161104,1.547407640903535,True
paper_dro_wasserstein,100,0.6,10,500,NV,0.51,0.4662736879310782,0.5535738252596908,-7.849259632459717,-0.11535723130100306,False
paper_dro_wasserstein,100,0.6,10,500,UG,0.946,0.9225734384893529,0.9626256498189425,-7.007758392384074,0.7261440087746391,False
