Objective,Feasibility,Algorithm,Training Percentage,Data Size,Folds
-7.26826758957215,0.44,NV,70,300,0
-7.059961629176945,0.71,UG,70,300,0
-7.1603253709014245,0.6,Sectioning,80,300,0
-7.082278792409439,0.66,NGS,80,300,0
-7.048702282725313,0.7,UNGS,80,300,0
-7.424682603135028,0.25,NV,80,300,0
-7.084932453433961,0.65,UG,80,300,0
-7.415920037047315,0.24,Sectioning,90,300,0
-7.21747611550415,0.49,NGS,90,300,0
-7.219274402806372,0.49,UNGS,90,300,0
-7.421736939575513,0.3,NV,90,300,0
-7.219274402806372,0.49,UG,90,300,0
-7.9682667756790435,0.04,Sectioning,10,350,0
-7.865905605609436,0.04,NGS,10,350,0
-7.865905605609436,0.04,UNGS,10,350,0
-7.865905605609436,0.04,NV,10,350,0
-7.865905605609436,0.04,UG,10,350,0
-7.511124465951453,0.13,Sectioning,20,350,0
-7.433248769002287,0.19,NGS,20,350,0
-7.433248769002287,0.19,UNGS,20,350,0
-7.457330826329732,0.16,NV,20,350,0
-7.433248769002287,0.19,UG,20,350,0
-7.353680893563223,0.31,Sectioning,30,350,0
-7.284701915782725,0.34,NGS,30,350,0
-7.278921240792825,0.35,UNGS,30,350,0
-7.333407192558683,0.28,NV,30,350,0
-7.286894339168343,0.34,UG,30,350,0
-7.17526604071272,0.59,Sectioning,40,350,0
-7.105091926225238,0.6,NGS,40,350,0
-7.088965760761702,0.6,UNGS,40,350,0
-7.245019316112394,0.4,NV,40,350,0
-7.146855183589679,0.56,UG,40,350,0
-7.093138455352423,0.67,Sectioning,50,350,0
-7.039637717219889,0.76,NGS,50,350,0
-7.02138708810907,0.77,UNGS,50,350,0
-7.210189680877902,0.52,NV,50,350,0
-7.064615220808517,0.73,UG,50,350,0
-7.042083915534264,0.78,Sectioning,60,350,0
-6.998955440043358,0.78,NGS,60,350,0
-6.972921656434698,0.79,UNGS,60,350,0
-7.331041385010601,0.34,NV,60,350,0
-7.067173736866876,0.72,UG,60,350,0
-7.016320671631166,0.76,Sectioning,70,350,0
-7.009353080164442,0.79,NGS,70,350,0
-6.951885903358389,0.84,UNGS,70,350,0
-7.319004623907781,0.39,NV,70,350,0
-7.102053732539913,0.7,UG,70,350,0
-7.025774170156917,0.7,Sectioning,80,350,0
-7.010339064543486,0.77,NGS,80,350,0
-6.903287048681262,0.87,UNGS,80,350,0
-7.302415632460793,0.41,NV,80,350,0
-7.010339064543486,0.77,UG,80,350,0
-7.411739586374767,0.29,Sectioning,90,350,0
-7.115176229938984,0.64,NGS,90,350,0
-7.115176229938984,0.64,UNGS,90,350,0
-7.293005535699733,0.47,NV,90,350,0
-7.115176229938983,0.64,UG,90,350,0
-8.045883436830847,0.06,Sectioning,10,400,0
-7.751642948765408,0.03,NGS,10,400,0
-7.751642948765408,0.03,UNGS,10,400,0
-7.7601486927361245,0.02,NV,10,400,0
-7.751642948765408,0.03,UG,10,400,0
-7.472295999640986,0.21,Sectioning,20,400,0
-7.3857161697880915,0.26,NGS,20,400,0
-7.3857161697880915,0.26,UNGS,20,400,0
-7.398225289627238,0.22,NV,20,400,0
-7.385716169788091,0.26,UG,20,400,0
-7.207601265838031,0.38,Sectioning,30,400,0
-7.138994798555807,0.56,NGS,30,400,0
-7.12380531124106,0.56,UNGS,30,400,0
-7.257183769174313,0.37,NV,30,400,0
-7.1565823772292285,0.53,UG,30,400,0
-7.138673307664293,0.53,Sectioning,40,400,0
-7.059389463402815,0.71,NGS,40,400,0
-7.037928217589062,0.72,UNGS,40,400,0
-7.252407446909567,0.41,NV,40,400,0
-7.113896593173092,0.65,UG,40,400,0
-7.099954244581316,0.59,Sectioning,50,400,0
-6.961746723918749,0.87,NGS,50,400,0
-6.929478794995873,0.88,UNGS,50,400,0
-7.249502806763556,0.49,NV,50,400,0
-7.000496909858182,0.81,UG,50,400,0
-6.975070580930817,0.73,Sectioning,60,400,0
-6.992533229024142,0.79,NGS,60,400,0
-6.922527401883088,0.82,UNGS,60,400,0
-7.33632932056783,0.32,NV,60,400,0
-7.071555676585263,0.73,UG,60,400,0
-6.952156295418136,0.8,Sectioning,70,400,0
-6.885461325316935,0.9,NGS,70,400,0
-6.868197780800817,0.91,UNGS,70,400,0
-7.289523639717902,0.46,NV,70,400,0
-6.973426594625388,0.86,UG,70,400,0
-6.993359419785426,0.77,Sectioning,80,400,0
-6.985469233425797,0.83,NGS,80,400,0
-6.937967626911377,0.86,UNGS,80,400,0
-7.459318749159244,0.26,NV,80,400,0
-7.1159327336113485,0.7,UG,80,400,0
-7.307765850278064,0.42,Sectioning,90,400,0
-7.129630125606696,0.64,NGS,90,400,0
-7.129630125606696,0.64,UNGS,90,400,0
-7.53166147431812,0.14,NV,90,400,0
-7.129630125606696,0.64,UG,90,400,0
-7.7787453981317745,0.06,Sectioning,10,450,0
-7.66998107072548,0.11,NGS,10,450,0
-7.66998107072548,0.11,UNGS,10,450,0
-7.67082425627305,0.1,NV,10,450,0
-7.66998107072548,0.11,UG,10,450,0
-7.352474536120663,0.33,Sectioning,20,450,0
-7.246339410528495,0.37,NGS,20,450,0
-7.246339410528495,0.37,UNGS,20,450,0
-7.285152326642327,0.29,NV,20,450,0
-7.248237265835296,0.37,UG,20,450,0
-7.122272776451333,0.54,Sectioning,30,450,0
-7.0849843483214885,0.64,NGS,30,450,0
-7.079732852901129,0.65,UNGS,30,450,0
-7.203487072240312,0.48,NV,30,450,0
-7.100073676136322,0.63,UG,30,450,0
-7.066897799102707,0.7,Sectioning,40,450,0
-6.991645334078731,0.79,NGS,40,450,0
-6.976065619369271,0.79,UNGS,40,450,0
-7.18050953461972,0.51,NV,40,450,0
-7.033537017489738,0.76,UG,40,450,0
-7.082232027949857,0.7,Sectioning,50,450,0
-6.951655650488631,0.85,NGS,50,450,0
-6.911089461157751,0.87,UNGS,50,450,0
-7.240802176750825,0.49,NV,50,450,0
-7.005793068417364,0.81,UG,50,450,0
-6.910365247908644,0.89,Sectioning,60,450,0
-6.863059855284856,0.94,NGS,60,450,0
-6.804046304586617,0.97,UNGS,60,450,0
-7.259568649316939,0.48,NV,60,450,0
-6.932460900509523,0.87,UG,60,450,0
-6.863550829941054,0.91,Sectioning,70,450,0
-6.951464009480818,0.85,NGS,70,450,0
-6.8798644444114725,0.9,UNGS,70,450,0
-7.273078265379394,0.43,NV,70,450,0
-7.053111558860785,0.74,UG,70,450,0
-6.883897587535122,0.83,Sectioning,80,450,0
-6.8705848499180044,0.89,NGS,80,450,0
-6.819621261501022,0.91,UNGS,80,450,0
-7.283361603265649,0.44,NV,80,450,0
-7.000171391575733,0.79,UG,80,450,0
-7.296111458824537,0.37,Sectioning,90,450,0
-6.984759832253149,0.69,NGS,90,450,0
-6.984759832253149,0.69,UNGS,90,450,0
-7.395362918911075,0.31,NV,90,450,0
-6.984759832253149,0.69,UG,90,450,0
-7.730465091663907,0.1,Sectioning,10,500,0
-7.637156961676427,0.1,NGS,10,500,0
-7.637156961676427,0.1,UNGS,10,500,0
-7.639164823764895,0.1,NV,10,500,0
-7.639164823764895,0.1,UG,10,500,0
-7.377669050062336,0.31,Sectioning,20,500,0
-7.287466791265984,0.34,NGS,20,500,0
-7.2846658353252,0.34,UNGS,20,500,0
-7.3264833403460194,0.24,NV,20,500,0
-7.297236746228453,0.32,UG,20,500,0
-7.180101839393189,0.54,Sectioning,30,500,0
-7.081111758269056,0.71,NGS,30,500,0
-7.069589005875172,0.71,UNGS,30,500,0
-7.214193329864486,0.49,NV,30,500,0
-7.095840840084158,0.69,UG,30,500,0
-7.077926135288622,0.71,Sectioning,40,500,0
-6.994325745091772,0.88,NGS,40,500,0
-6.965704235364069,0.89,UNGS,40,500,0
-7.240205219694523,0.47,NV,40,500,0
-7.025141833257366,0.86,UG,40,500,0
-6.958642246554351,0.85,Sectioning,50,500,0
-6.925772072730249,0.89,NGS,50,500,0
-6.863446503692903,0.93,UNGS,50,500,0
-7.215634027084738,0.53,NV,50,500,0
-7.0009990874019215,0.85,UG,50,500,0
-7.149373005811514,0.64,Sectioning,60,500,0
-6.954177072546919,0.91,NGS,60,500,0
-6.875171519238043,0.96,UNGS,60,500,0
-7.310841727909524,0.42,NV,60,500,0
-7.002294333220169,0.87,UG,60,500,0
-6.752447902408728,0.97,Sectioning,70,500,0
-6.906167374577292,0.88,NGS,70,500,0
-6.85220652315558,0.91,UNGS,70,500,0
-7.309002474436698,0.43,NV,70,500,0
-7.00386199984559,0.81,UG,70,500,0
-6.952452450698392,0.85,Sectioning,80,500,0
-6.959460551028009,0.86,NGS,80,500,0
-6.8627694140148,0.92,UNGS,80,500,0
-7.408925015630952,0.26,NV,80,500,0
